"id","test_id","result_key","result_value"
5368,"075ec500-a7b5-422b-9ce1-482040d4b9d7","contentsecuritypolicy_framesrc_https_check","frame_request_not_received"
5369,"075ec500-a7b5-422b-9ce1-482040d4b9d7","contentsecuritypolicy_framesrc_host_valid_setup","test_setup"
5370,"075ec500-a7b5-422b-9ce1-482040d4b9d7","contentsecuritypolicy_framesrc_host_valid_check","frame_request_not_received"
5371,"075ec500-a7b5-422b-9ce1-482040d4b9d7","contentsecuritypolicy_framesrc_host_invalid_scheme_setup","test_setup"
5372,"075ec500-a7b5-422b-9ce1-482040d4b9d7","contentsecuritypolicy_framesrc_host_invalid_scheme_check","frame_request_not_received"
5373,"075ec500-a7b5-422b-9ce1-482040d4b9d7","contentsecuritypolicy_framesrc_host_invalid_domain_setup","test_setup"
5374,"075ec500-a7b5-422b-9ce1-482040d4b9d7","contentsecuritypolicy_framesrc_host_invalid_domain_check","frame_request_not_received"
5375,"075ec500-a7b5-422b-9ce1-482040d4b9d7","contentsecuritypolicy_framesrc_host_invalid_port_setup","test_setup"
5376,"075ec500-a7b5-422b-9ce1-482040d4b9d7","contentsecuritypolicy_framesrc_host_invalid_port_check","frame_request_not_received"
5377,"075ec500-a7b5-422b-9ce1-482040d4b9d7","contentsecuritypolicy_framesrc_none_frame","request_received"
5378,"075ec500-a7b5-422b-9ce1-482040d4b9d7","contentsecuritypolicy_framesrc_none_check","frame_not_loaded"
5379,"075ec500-a7b5-422b-9ce1-482040d4b9d7","contentsecuritypolicy_framesrc_self_frame","request_received"
5380,"075ec500-a7b5-422b-9ce1-482040d4b9d7","contentsecuritypolicy_framesrc_self_check","frame_not_loaded"
5381,"075ec500-a7b5-422b-9ce1-482040d4b9d7","contentsecuritypolicy_framesrc_http_frame","request_received"
33527,"ca7dc13f-8e9d-47dc-95e6-d3f9d5bada66","xframeoptions_none","test_setup"
5382,"075ec500-a7b5-422b-9ce1-482040d4b9d7","contentsecuritypolicy_framesrc_http_check","frame_not_loaded"
5383,"075ec500-a7b5-422b-9ce1-482040d4b9d7","contentsecuritypolicy_framesrc_https_frame","request_received"
5384,"075ec500-a7b5-422b-9ce1-482040d4b9d7","contentsecuritypolicy_framesrc_https_check","frame_not_loaded"
5385,"075ec500-a7b5-422b-9ce1-482040d4b9d7","contentsecuritypolicy_framesrc_host_valid_frame","request_received"
5386,"075ec500-a7b5-422b-9ce1-482040d4b9d7","contentsecuritypolicy_framesrc_host_valid_check","frame_not_loaded"
